,address,city,area,rooms,bathrooms,garage,amenites,price_rent,condo,crawled_at
163,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
164,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
165,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
166,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
167,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
168,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
169,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
170,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
171,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
172,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
173,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
174,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
175,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
176,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
177,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
178,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
179,"Rua João Batista Ribeiro, 0 - Farolândia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
180,"Avenida Maria Pastora, 260 - Farolândia, Aracaju - SE",aracaju,62,3 Quartos,1 Banheiro,1 Vaga,Condomínio_fechado Jardim Playground Salão_de_festas Quadra_poliesportiva ...,R$ 800 /mês,R$ 200,2022-06-23 21:11
181,"Avenida Poeta Vinícius de Morais, 60 - Atalaia, Aracaju - SE",aracaju,130,3 Quartos,2 Banheiros,1 Vaga,None,R$ 3.200 /mês,,2022-06-23 21:11
182,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,178,3 Quartos,,,None,None,,2022-06-23 21:11
183,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
184,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
185,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
186,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
187,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
188,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
189,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
190,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
191,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
192,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
193,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
194,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
195,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
196,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
197,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
198,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
199,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
200,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
201,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
202,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
203,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
204,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
205,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
206,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
207,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
208,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
209,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
210,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
211,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
212,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
213,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
214,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
215,"Rua Tasso Sobral, 144 - Grageru, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
216,"Rua Jairo Piassá Fernandes, 215 - Jabotiana, Aracaju - SE",aracaju,60,3 Quartos,1 Banheiro,1 Vaga,Churrasqueira Piscina Quadra_poliesportiva Jardim Playground,R$ 600 /mês,R$ 300,2022-06-23 21:11
217,"Coroa do Meio, Aracaju - SE",aracaju,94,3 Quartos,3 Banheiros,1 Vaga,Condomínio_fechado Elevador Área_de_serviço,R$ 1.300 /mês,R$ 612,2022-06-23 21:11
218,"Rua Josias Vieira Dantas - Coroa do Meio, Aracaju - SE",aracaju,35,1 Quarto,1 Banheiro,1 Vaga,Condomínio_fechado Portaria_24h Aceita_animais Piscina Salão_de_festas,R$ 600 /mês,R$ 200,2022-06-23 21:11
219,"Rua Jasiel de Brito Côrtes, 715 - Jabotiana, Aracaju - SE",aracaju,10,3 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Condomínio_fechado Varanda Área_de_serviço ...,R$ 850 /mês,R$ 255,2022-06-23 21:11
220,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,63,3 Quartos,2 Banheiros,1 Vaga,None,None,,2022-06-23 21:11
221,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
222,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
223,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
224,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
225,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
226,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
227,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
228,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
229,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
230,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
231,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
232,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
233,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
234,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
235,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
236,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
237,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
238,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
239,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
240,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
241,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
242,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
243,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
244,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
245,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
246,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
247,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
248,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
249,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
250,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
251,"Rua Tenente Aurélio Sampaio, 302 - Dezoito do Forte, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
252,"Rua Tenente Waldir dos Santos, 545 - Farolândia, Aracaju - SE",aracaju,67,3 Quartos,1 Banheiro,1 Vaga,None,R$ 550 /mês,R$ 260,2022-06-23 21:11
253,"Luzia, Aracaju - SE",aracaju,106,3 Quartos,2 Banheiros,-- Vaga,Varanda Cozinha Área_de_serviço,R$ 1.000 /mês,R$ 170,2022-06-23 21:11
254,"Centro, Aracaju - SE",aracaju,120,3 Quartos,1 Banheiro,-- Vaga,Vista_para_o_mar,None,,2022-06-23 21:11
255,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
256,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
257,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
258,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
259,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
260,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
261,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
262,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
263,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
264,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
265,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
266,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
267,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
268,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
269,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
270,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
271,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
272,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
273,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
274,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
275,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
276,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
277,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
278,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
279,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
280,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
281,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
282,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
283,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
284,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
285,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
286,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
287,"Centro, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
288,"Jardins, Aracaju - SE",aracaju,300,4 Quartos,5 Banheiros,4 Vagas,Piscina Churrasqueira Varanda Academia Espaço_gourmet ...,R$ 10.000 /mês,R$ 1.300,2022-06-23 21:11
289,"Ponto Novo, Aracaju - SE",aracaju,77,3 Quartos,3 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Varanda Academia ...,R$ 1.900 /mês,R$ 320,2022-06-23 21:11
290,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,72,3 Quartos,1 Banheiro,1 Vaga,None,None,,2022-06-23 21:11
291,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
292,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
293,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
294,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
295,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
296,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
297,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
298,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
299,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
300,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
301,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
302,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
303,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
304,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
305,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
306,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
307,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
308,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
309,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
310,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
311,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
312,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
313,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
314,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
315,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
316,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
317,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
318,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
319,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
320,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
321,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
322,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
323,"Avenida Senador Júlio Leite, 1445 - Aeroporto, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
324,"São José, Aracaju - SE",aracaju,102,2 Quartos,1 Banheiro,1 Vaga,Elevador Garagem Área_de_serviço Cozinha Interfone ...,R$ 850 /mês,R$ 500,2022-06-23 21:11
325,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,65,2 Quartos,1 Banheiro,1 Vaga,Playground Churrasqueira Quadra_poliesportiva Condomínio_fechado,R$ 850 /mês,,2022-06-23 21:11
326,"Farolândia, Aracaju - SE",aracaju,40,1 Quarto,1 Banheiro,-- Vaga,Cozinha Área_de_serviço,R$ 1.000 /mês,,2022-06-23 21:11
327,"Atalaia, Aracaju - SE",aracaju,60,3 Quartos,1 Banheiro,-- Vaga,Condomínio_fechado Cozinha Área_de_serviço,None,,2022-06-23 21:11
328,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
329,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
330,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
331,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
332,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
333,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
334,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
335,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
336,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
337,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
338,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
339,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
340,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
341,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
342,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
343,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
344,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
345,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
346,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
347,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
348,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
349,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
350,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
351,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
352,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
353,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
354,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
355,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
356,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
357,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
358,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
359,"Atalaia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
360,"Farolândia, Aracaju - SE",aracaju,40,1 Quarto,1 Banheiro,-- Vaga,Cozinha Área_de_serviço,R$ 1.000 /mês,,2022-06-23 21:11
361,"Rua Projetada 3, 262 - Jabotiana, Aracaju - SE",aracaju,70,3 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Condomínio_fechado Playground Quadra_poliesportiva ...,R$ 1.100 /mês,R$ 425,2022-06-23 21:11
362,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,75,,,,None,None,,2022-06-23 21:11
363,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
364,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
365,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
366,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
367,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
368,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
369,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
370,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
371,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
372,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
373,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
374,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
375,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
376,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
377,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
378,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
379,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
380,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
381,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
382,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
383,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
384,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
385,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
386,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
387,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
388,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
389,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
390,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
391,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
392,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
393,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
394,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
395,"Avenida Dulce Diniz - Luzia, Aracaju - SE",aracaju,,,,,None,None,,2022-06-23 21:11
396,"Avenida Empresário José Carlos Silva, 4242 - São Conrado, Aracaju - SE",aracaju,60,3 Quartos,1 Banheiro,1 Vaga,None,None,,2022-06-23 21:11
